"","X","common_name","scientific_name","recordist_name","recording_length","Date","TYPE","xc_id","Time","Country","Download_link","genus","file_dir"
"137",137,"Grey Tinamou","Tinamus tao","Peter Boesman","0:34","1996-06-22","call, long call","XC231261","07:30","Venezuela","https://xeno-canto.org/231261/download","Tinamus","mp3s/Tinamus136.mp3"
"138",138,"Grey Tinamou","Tinamus tao","Peter Boesman","0:09","2007-08-15","call","XC231253","18:30","Venezuela","https://xeno-canto.org/231253/download","Tinamus","mp3s/Tinamus137.mp3"
"139",139,"Grey Tinamou","Tinamus tao","Jerome Fischer","0:49","2015-01-01","call","XC209067","17:00","Ecuador","https://xeno-canto.org/209067/download","Tinamus","mp3s/Tinamus138.mp3"
"140",140,"Grey Tinamou","Tinamus tao","Jerome Fischer","0:56","2015-01-01","call","XC209066","17:00","Ecuador","https://xeno-canto.org/209066/download","Tinamus","mp3s/Tinamus139.mp3"
"141",141,"Grey Tinamou","Tinamus tao kleei","Leonardo Ordóñez-Delgado","3:53","2014-04-26","song","XC176277","06:30","Ecuador","https://xeno-canto.org/176277/download","Tinamus","mp3s/Tinamus140.mp3"
"142",142,"Grey Tinamou","Tinamus tao kleei","Leonardo Ordóñez-Delgado","4:07","2014-04-26","song","XC176263","06:00","Ecuador","https://xeno-canto.org/176263/download","Tinamus","mp3s/Tinamus141.mp3"
"143",143,"Grey Tinamou","Tinamus tao","Cid Espínola","0:12","2013-12-10","song","XC157425","18:17","Brazil","https://xeno-canto.org/157425/download","Tinamus","mp3s/Tinamus142.mp3"
"144",144,"Grey Tinamou","Tinamus tao","Bradley Davis","0:21","2011-01-26","song, tremolo song","XC91214","06:50","Brazil","https://xeno-canto.org/91214/download","Tinamus","mp3s/Tinamus143.mp3"
"145",145,"Grey Tinamou","Tinamus tao","Joseph Tobias and Nathalie Seddon","0:31","2002-11-16","song","XC64283","06:45","Bolivia","https://xeno-canto.org/64283/download","Tinamus","mp3s/Tinamus144.mp3"
"146",146,"Grey Tinamou","Tinamus tao","Joseph Tobias and Nathalie Seddon","1:26","2002-11-12","call","XC64282","18:30","Bolivia","https://xeno-canto.org/64282/download","Tinamus","mp3s/Tinamus145.mp3"
"147",147,"Grey Tinamou","Tinamus tao septentrionalis","Chris Parrish","0:08","1984-12-02","song","XC6189","1815","Venezuela","https://xeno-canto.org/6189/download","Tinamus","mp3s/Tinamus146.mp3"
"148",148,"Grey Tinamou","Tinamus tao","A. Bennett Hennessey","0:12","1998-09-22","song, a single song.","XC3119","9:55","Bolivia","https://xeno-canto.org/3119/download","Tinamus","mp3s/Tinamus147.mp3"
"149",149,"Grey Tinamou","Tinamus tao","GABRIEL LEITE","0:03","2019-06-18","song","XC483178","07:30","Brazil","https://xeno-canto.org/483178/download","Tinamus","mp3s/Tinamus148.mp3"
"150",150,"Grey Tinamou","Tinamus tao","PABLO ANDRADE","0:03","2004-02-17","song","XC460667","08:00","Ecuador","https://xeno-canto.org/460667/download","Tinamus","mp3s/Tinamus149.mp3"
"151",151,"Solitary Tinamou","Tinamus solitarius","Bernabe Lopez-Lanus","0:52","2019-10-23","song","XC549356","19:00","Argentina","https://xeno-canto.org/549356/download","Tinamus","mp3s/Tinamus150.mp3"
"152",152,"Solitary Tinamou","Tinamus solitarius","Bernabe Lopez-Lanus","0:05","2019-10-19","song","XC549355","19:00","Argentina","https://xeno-canto.org/549355/download","Tinamus","mp3s/Tinamus151.mp3"
"153",153,"Solitary Tinamou","Tinamus solitarius","Odirlei Vieira da Fonseca","1:03","2021-07-28","song","XC666443","06:30","Brazil","https://xeno-canto.org/666443/download","Tinamus","mp3s/Tinamus152.mp3"
"154",154,"Solitary Tinamou","Tinamus solitarius","Marcos Melo","1:15","2020-09-17","song","XC591392","07:57","Brazil","https://xeno-canto.org/591392/download","Tinamus","mp3s/Tinamus153.mp3"
"155",155,"Solitary Tinamou","Tinamus solitarius","Rosendo Manuel Fraga","0:31","1998-08-09","song","XC462182","09:30","Argentina","https://xeno-canto.org/462182/download","Tinamus","mp3s/Tinamus154.mp3"
"156",156,"Solitary Tinamou","Tinamus solitarius","Fernando Igor de Godoy","0:38","2017-08-13","song","XC422786","07:00","Brazil","https://xeno-canto.org/422786/download","Tinamus","mp3s/Tinamus155.mp3"
"157",157,"Solitary Tinamou","Tinamus solitarius","Alexandre Bianco","1:36","2017-01-02","song","XC353537","06:00","Brazil","https://xeno-canto.org/353537/download","Tinamus","mp3s/Tinamus156.mp3"
"158",158,"Solitary Tinamou","Tinamus solitarius","Alexandre Bianco","1:22","2017-01-01","song","XC353525","19:00","Brazil","https://xeno-canto.org/353525/download","Tinamus","mp3s/Tinamus157.mp3"
"159",159,"Solitary Tinamou","Tinamus solitarius","Antonio Silveira","0:41","1999-10-16","call","XC144378","11:00","Brazil","https://xeno-canto.org/144378/download","Tinamus","mp3s/Tinamus158.mp3"
"160",160,"Solitary Tinamou","Tinamus solitarius","Eduardo D. Schultz","2:04","2012-09-06","song","XC113213","07:30","Brazil","https://xeno-canto.org/113213/download","Tinamus","mp3s/Tinamus159.mp3"
"161",161,"Solitary Tinamou","Tinamus solitarius solitarius","Jeremy Minns","0:41","2002-12-01","song, , song b","XC85442","08:56","Brazil","https://xeno-canto.org/85442/download","Tinamus","mp3s/Tinamus160.mp3"
"162",162,"Solitary Tinamou","Tinamus solitarius","Myriam Velazquez","0:07","2002-09-07","song","XC55899","?:?","Paraguay","https://xeno-canto.org/55899/download","Tinamus","mp3s/Tinamus161.mp3"
"163",163,"Solitary Tinamou","Tinamus solitarius","Myriam Velazquez","0:29","2000-09-05","song","XC55898","?:?","Paraguay","https://xeno-canto.org/55898/download","Tinamus","mp3s/Tinamus162.mp3"
"164",164,"Solitary Tinamou","Tinamus solitarius","Brian Cox","0:10","2004-09-10","song","XC727960","00:00","Brazil","https://xeno-canto.org/727960/download","Tinamus","mp3s/Tinamus163.mp3"
"165",165,"Solitary Tinamou","Tinamus solitarius","Nunes D´Acosta","0:02","2008-03-16","song","XC715527","07:00","Brazil","https://xeno-canto.org/715527/download","Tinamus","mp3s/Tinamus164.mp3"
"166",166,"Solitary Tinamou","Tinamus solitarius","JAYRSON ARAUJO DE OLIVEIRA","0:04","2021-07-02","call","XC660666","11:04","Brazil","https://xeno-canto.org/660666/download","Tinamus","mp3s/Tinamus165.mp3"
"167",167,"Solitary Tinamou","Tinamus solitarius","Lia Nahomi Kajiki","0:10","2021-01-22","song","XC619043","06:30","Brazil","https://xeno-canto.org/619043/download","Tinamus","mp3s/Tinamus166.mp3"
"168",168,"Solitary Tinamou","Tinamus solitarius","Dante Buzzetti","0:05","2018-03-29","song","XC613866","12:20","Brazil","https://xeno-canto.org/613866/download","Tinamus","mp3s/Tinamus167.mp3"
"169",169,"Solitary Tinamou","Tinamus solitarius","Dante Buzzetti","0:19","2017-11-02","song","XC595109","17:40","Brazil","https://xeno-canto.org/595109/download","Tinamus","mp3s/Tinamus168.mp3"
"170",170,"Solitary Tinamou","Tinamus solitarius","Caio Brito","0:04","2019-11-07","canto","XC556640","18:00","Brazil","https://xeno-canto.org/556640/download","Tinamus","mp3s/Tinamus169.mp3"
"171",171,"Solitary Tinamou","Tinamus solitarius","Rodrigo Dela Rosa","0:13","2020-04-28","call","XC552958","08:30","Brazil","https://xeno-canto.org/552958/download","Tinamus","mp3s/Tinamus170.mp3"
"172",172,"Solitary Tinamou","Tinamus solitarius","Dante Buzzetti","0:22","2004-02-09","song","XC521946","18:30","Brazil","https://xeno-canto.org/521946/download","Tinamus","mp3s/Tinamus171.mp3"
"173",173,"Solitary Tinamou","Tinamus solitarius","Ricardo José Mitidieri","0:02","2019-10-29","song","XC505069","17:40","Brazil","https://xeno-canto.org/505069/download","Tinamus","mp3s/Tinamus172.mp3"
"174",174,"Solitary Tinamou","Tinamus solitarius","Fernando Igor de Godoy","1:41","2017-08-13","song","XC422785","07:00","Brazil","https://xeno-canto.org/422785/download","Tinamus","mp3s/Tinamus173.mp3"
"175",175,"Solitary Tinamou","Tinamus solitarius","Fernando Igor de Godoy","0:51","2012-10-18","song","XC326013","18:00","Brazil","https://xeno-canto.org/326013/download","Tinamus","mp3s/Tinamus174.mp3"
"176",176,"Solitary Tinamou","Tinamus solitarius","Jerome Fischer","0:35","2015-10-26","call","XC287483","09:30","Brazil","https://xeno-canto.org/287483/download","Tinamus","mp3s/Tinamus175.mp3"
"177",177,"Solitary Tinamou","Tinamus solitarius","Roney Souza","0:17","2015-09-07","song","XC278337","09:00","Brazil","https://xeno-canto.org/278337/download","Tinamus","mp3s/Tinamus176.mp3"
"178",178,"Solitary Tinamou","Tinamus solitarius","Roney Souza","0:05","2015-09-07","song","XC278336","09:00","Brazil","https://xeno-canto.org/278336/download","Tinamus","mp3s/Tinamus177.mp3"
"179",179,"Solitary Tinamou","Tinamus solitarius","João Gava Just","0:03","2015-08-30","call","XC277175","15:00","Brazil","https://xeno-canto.org/277175/download","Tinamus","mp3s/Tinamus178.mp3"
"180",180,"Solitary Tinamou","Tinamus solitarius","Eric DeFonso","0:28","2014-09-14","song","XC246805","07:18","Brazil","https://xeno-canto.org/246805/download","Tinamus","mp3s/Tinamus179.mp3"
"181",181,"Black Tinamou","Tinamus osgoodi hershkovitzi","Gerlando Delgado","1:15","2022-02-26","song","XC722601","17:36","Colombia","https://xeno-canto.org/722601/download","Tinamus","mp3s/Tinamus180.mp3"
"182",182,"Black Tinamou","Tinamus osgoodi hershkovitzi","Gerónimo Tanguila","0:13","2022-03-03","song","XC706672","09:55","Ecuador","https://xeno-canto.org/706672/download","Tinamus","mp3s/Tinamus181.mp3"
"183",183,"Black Tinamou","Tinamus osgoodi hershkovitzi","Juan Pablo López-O.","0:19","2021-01-29","song","XC701263","13:00","Colombia","https://xeno-canto.org/701263/download","Tinamus","mp3s/Tinamus182.mp3"
"184",184,"Black Tinamou","Tinamus osgoodi hershkovitzi","Gerlando Delgado","1:33","2017-02-01","song","XC474901","14:00","Colombia","https://xeno-canto.org/474901/download","Tinamus","mp3s/Tinamus183.mp3"
"185",185,"Black Tinamou","Tinamus osgoodi","Edilson Rosero","0:10","2016-12-02","song","XC350134","14:30","Colombia","https://xeno-canto.org/350134/download","Tinamus","mp3s/Tinamus184.mp3"
"186",186,"Black Tinamou","Tinamus osgoodi hershkovitzi","Gerlando Delgado","1:02","2019-05-04","uncertain","XC726317","05:36","Colombia","https://xeno-canto.org/726317/download","Tinamus","mp3s/Tinamus185.mp3"
"187",187,"Black Tinamou","Tinamus osgoodi hershkovitzi","Gerlando Delgado","0:05","2021-01-21","call, song","XC723672","11:11","Colombia","https://xeno-canto.org/723672/download","Tinamus","mp3s/Tinamus186.mp3"
"188",188,"Black Tinamou","Tinamus osgoodi hershkovitzi","Gerlando Delgado","0:06","2019-05-10","song","XC722609","07:00","Colombia","https://xeno-canto.org/722609/download","Tinamus","mp3s/Tinamus187.mp3"
"189",189,"Black Tinamou","Tinamus osgoodi hershkovitzi","Gerlando Delgado","0:04","2022-03-02","","XC722598","12:30","Colombia","https://xeno-canto.org/722598/download","Tinamus","mp3s/Tinamus188.mp3"
"190",190,"Black Tinamou","Tinamus osgoodi hershkovitzi","katherine C Cubillos","0:23","2014-04-11","song","XC244460","09:00","Colombia","https://xeno-canto.org/244460/download","Tinamus","mp3s/Tinamus189.mp3"
"191",191,"Black Tinamou","Tinamus osgoodi hershkovitzi","Niels Krabbe","0:20","1994-01-08","song","XC239091","?","Ecuador","https://xeno-canto.org/239091/download","Tinamus","mp3s/Tinamus190.mp3"
"192",192,"Black Tinamou","Tinamus osgoodi","Daniel Lane","0:16","2004-04-28","song","XC62895","5:35","Peru","https://xeno-canto.org/62895/download","Tinamus","mp3s/Tinamus191.mp3"
"193",193,"Black Tinamou","Tinamus osgoodi hershkovitzi","Juan Pablo López-O.","8:15","2021-01-28","song","XC701270","10:00","Colombia","https://xeno-canto.org/701270/download","Tinamus","mp3s/Tinamus192.mp3"
"194",194,"Black Tinamou","Tinamus osgoodi hershkovitzi","Juan Freile","1:17","2017-12-08","song","XC396019","07:00","Ecuador","https://xeno-canto.org/396019/download","Tinamus","mp3s/Tinamus193.mp3"
"195",195,"Black Tinamou","Tinamus osgoodi","Jorge Muñoz","0:18","2017-02-12","song","XC355786","08:30","Colombia","https://xeno-canto.org/355786/download","Tinamus","mp3s/Tinamus194.mp3"
"196",196,"Black Tinamou","Tinamus osgoodi hershkovitzi","Niels Krabbe","1:42","2005-03-27","song","XC251634","18:20","Ecuador","https://xeno-canto.org/251634/download","Tinamus","mp3s/Tinamus195.mp3"
"197",197,"Black Tinamou","Tinamus osgoodi","Dušan M. Brinkhuizen","0:16","2014-02-16","call, song","XC168351","18:30","Ecuador","https://xeno-canto.org/168351/download","Tinamus","mp3s/Tinamus196.mp3"
"198",198,"Black Tinamou","Tinamus osgoodi","David Geale","0:04","2011-09-21","song","XC87826","13:38","Peru","https://xeno-canto.org/87826/download","Tinamus","mp3s/Tinamus197.mp3"
"199",199,"Black Tinamou","Tinamus osgoodi","Jerome Fischer","0:09","2020-12-16","song","XC609506","10:30","Colombia","https://xeno-canto.org/609506/download","Tinamus","mp3s/Tinamus198.mp3"
"200",200,"Black Tinamou","Tinamus osgoodi hershkovitzi","Juan Freile","1:18","2017-12-08","song","XC396020","07:00","Ecuador","https://xeno-canto.org/396020/download","Tinamus","mp3s/Tinamus199.mp3"
"201",201,"Great Tinamou","Tinamus major","Jacob Wijpkema","1:31","2021-10-15","song","XC686892","21:25","Bolivia","https://xeno-canto.org/686892/download","Tinamus","mp3s/Tinamus200.mp3"
"202",202,"Great Tinamou","Tinamus major","Jacob Wijpkema","0:14","2021-10-11","call, song, subsong","XC686179","04:44","Bolivia","https://xeno-canto.org/686179/download","Tinamus","mp3s/Tinamus201.mp3"
"203",203,"Great Tinamou","Tinamus major peruvianus","Elvis Felipe Quintero","0:31","2021-05-13","subsong","XC648856","18:30","Colombia","https://xeno-canto.org/648856/download","Tinamus","mp3s/Tinamus202.mp3"
"204",204,"Great Tinamou","Tinamus major","Rainforest Connection","0:14","2019-07-01","song","XC621784","13:30","Peru","https://xeno-canto.org/621784/download","Tinamus","mp3s/Tinamus203.mp3"
"205",205,"Great Tinamou","Tinamus major","Kent Livezey","4:29","2020-06-02","song","XC564620","06:28","Panama","https://xeno-canto.org/564620/download","Tinamus","mp3s/Tinamus204.mp3"
"206",206,"Great Tinamou","Tinamus major","Phil Stouffer","0:06","1993-00-00","song","XC392986","?","Brazil","https://xeno-canto.org/392986/download","Tinamus","mp3s/Tinamus205.mp3"
"207",207,"Great Tinamou","Tinamus major","Kent Livezey","1:44","2017-04-07","song","XC363937","06:04","Panama","https://xeno-canto.org/363937/download","Tinamus","mp3s/Tinamus206.mp3"
"208",208,"Great Tinamou","Tinamus major","Kent Livezey","3:47","2017-04-05","song","XC363225","06:02","Panama","https://xeno-canto.org/363225/download","Tinamus","mp3s/Tinamus207.mp3"
"209",209,"Great Tinamou","Tinamus major","Kent Livezey","1:53","2017-03-09","song","XC358477","06:12","Panama","https://xeno-canto.org/358477/download","Tinamus","mp3s/Tinamus208.mp3"
"210",210,"Great Tinamou","Tinamus major","Peter Boesman","0:12","2009-03-14","call","XC272385","06:00:00 PM","Suriname","https://xeno-canto.org/272385/download","Tinamus","mp3s/Tinamus209.mp3"
"211",211,"Great Tinamou","Tinamus major peruvianus","John V. Moore","1:14","1996-10-00","song","XC257240","?","Ecuador","https://xeno-canto.org/257240/download","Tinamus","mp3s/Tinamus210.mp3"
"212",212,"Great Tinamou","Tinamus major","Peter Boesman","0:26","2009-07-26","song","XC231237","17:00","Peru","https://xeno-canto.org/231237/download","Tinamus","mp3s/Tinamus211.mp3"
"213",213,"Great Tinamou","Tinamus major","Peter Boesman","0:45","1995-04-15","song","XC231236","18:00","Panama","https://xeno-canto.org/231236/download","Tinamus","mp3s/Tinamus212.mp3"
"214",214,"Great Tinamou","Tinamus major","Peter Boesman","1:30","2008-01-03","song","XC231235","18:45","Peru","https://xeno-canto.org/231235/download","Tinamus","mp3s/Tinamus213.mp3"
"215",215,"Great Tinamou","Tinamus major","Thore Noernberg","0:25","2013-04-24","call","XC131553","07:00","Panama","https://xeno-canto.org/131553/download","Tinamus","mp3s/Tinamus214.mp3"
"216",216,"Great Tinamou","Tinamus major","Thore Noernberg","0:49","2013-04-24","call","XC131552","07:00","Panama","https://xeno-canto.org/131552/download","Tinamus","mp3s/Tinamus215.mp3"
"217",217,"Great Tinamou","Tinamus major","Eric DeFonso","0:15","2011-09-16","song","XC129750","17:33","Brazil","https://xeno-canto.org/129750/download","Tinamus","mp3s/Tinamus216.mp3"
"218",218,"Great Tinamou","Tinamus major","Klemens Steiof","0:16","2012-03-16","call","XC107758","?","Panama","https://xeno-canto.org/107758/download","Tinamus","mp3s/Tinamus217.mp3"
"219",219,"Great Tinamou","Tinamus major","Jeremy Minns","0:34","2003-11-30","song","XC85067","17:50","Brazil","https://xeno-canto.org/85067/download","Tinamus","mp3s/Tinamus218.mp3"
"220",220,"Great Tinamou","Tinamus major","Jeremy Minns","2:29","2003-11-30","song","XC85066","17:30","Brazil","https://xeno-canto.org/85066/download","Tinamus","mp3s/Tinamus219.mp3"
"221",221,"Great Tinamou","Tinamus major","Wouter Halfwerk","0:35","2011-06-29","song","XC83256","6:00am","Panama","https://xeno-canto.org/83256/download","Tinamus","mp3s/Tinamus220.mp3"
"222",222,"Great Tinamou","Tinamus major","William Adsett","0:56","2011-05-09","call","XC80529","18.00","Panama","https://xeno-canto.org/80529/download","Tinamus","mp3s/Tinamus221.mp3"
"223",223,"Great Tinamou","Tinamus major latifrons","Bernabe Lopez-Lanus","0:36","1996-09-06","song","XC45159","18:15","Ecuador","https://xeno-canto.org/45159/download","Tinamus","mp3s/Tinamus222.mp3"
"224",224,"Great Tinamou","Tinamus major","Andrew Spencer","0:09","2008-01-19","song","XC17471","11:30","Ecuador","https://xeno-canto.org/17471/download","Tinamus","mp3s/Tinamus223.mp3"
"225",225,"Great Tinamou","Tinamus major","Jacob Wijpkema","0:13","2021-10-08","song","XC685672","05:35","Bolivia","https://xeno-canto.org/685672/download","Tinamus","mp3s/Tinamus224.mp3"
"226",226,"Great Tinamou","Tinamus major","Jacob Wijpkema","0:09","2021-08-22","song","XC673696","15:43","Bolivia","https://xeno-canto.org/673696/download","Tinamus","mp3s/Tinamus225.mp3"
"227",227,"Great Tinamou","Tinamus major","Dante Buzzetti","0:19","2006-09-11","song","XC639885","5:21","Brazil","https://xeno-canto.org/639885/download","Tinamus","mp3s/Tinamus226.mp3"
"228",228,"Great Tinamou","Tinamus major","Jelle Scharringa","0:33","2019-03-15","song","XC608132","17:00","Costa Rica","https://xeno-canto.org/608132/download","Tinamus","mp3s/Tinamus227.mp3"
